"id","facility_name","home_care","facility_type_id","postal_code","prefecture_name","city_name","address","latitude","longitude","telphone","fax","representative","homepage","available_time_mon","available_time_tue","available_time_wed","available_time_thu","available_time_fri","available_time_sat","available_time_sun","person","correspondence_dept","correspondence_time","open_24hours","foreign_language","related_facilities","options","note","publish","user_id","created_at","updated_at"
"108","東風平第一医院","0","20","9010411","沖縄県","島尻郡八重瀬町","友寄４２","26.170338","127.721034","098-998-6987","098-998-6978","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"109","東風平クリニック","0","20","9010405","沖縄県","島尻郡八重瀬町","伊覇２５４－３　","26.157128","127.721662","098-998-6636","098-998-6637","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"110","中村内科胃腸科","0","20","9010512","沖縄県","島尻郡八重瀬町","具志１５４－９","26.123692","127.748610","098-840-7778","098-998-0860","中村　博","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"111","やえせ整形外科","0","20","9010405","沖縄県","島尻郡八重瀬町","字伊覇２５８－２","26.157922","127.722001","098-851-4888","098-851-8444","新井　弘一","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"112","沖縄こどもおとなの整形外科","0","20","9010401","沖縄県","島尻郡八重瀬町","字東風平１２０９","26.156458","127.719151","098-840-7770","098-840-7771","久光淳士郎","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"113","やえせ眼科","0","20","9010405","沖縄県","島尻郡八重瀬町","字伊覇６５－２７","26.159464","127.721690","098-998-1188","098-998-2662","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"114","耳鼻咽喉科やえせクリニック","0","20","9010405","沖縄県","島尻郡八重瀬町","字伊覇３０４","26.161905","127.723781","098-998-1212","098-998-1213","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"115","やえせ子どもクリニック","0","20","9010405","沖縄県","島尻郡八重瀬町","字伊覇５４－3","26.159258","127.721343","098-998-1234","098-998-1100","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"116","とよみ生協病院","0","19","9010314","沖縄県","糸満市","豊見城市字真玉橋593番地の1","26.193073","127.687322","098-850-7955","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"117","西崎病院","0","19","9010314","沖縄県","糸満市","字座波371番地1","26.148116","127.687738","098-992-0055","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"118","南部病院","1","1","9010362","沖縄県","糸満市","字真栄里870","26.112382","127.670956","098-994-0501(代)","098-994-0506","城間　寛","","","","","","","","","","","","0","0","介護保険事業：居宅介護支援、介護予防支援、訪問介護、デイケア、訪問リハビリ、居宅療養管理指導","","","1","1","2018/1/4 00:00:00","2018/6/5 00:00:00"
"119","県立南部医療センター・こども医療センター","0","19","9011193","沖縄県","島尻郡南風原町","字新川118-1","26.205948","127.723745","098-888-0123","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"120","がじまる診療所","1","2","9010305","沖縄県","糸満市","西崎2丁目26番6号","26.140365","127.662629","098-851-3347","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/15 00:00:00"
"121","い歯科医院","0","21","9010302","沖縄県","糸満市","潮平６０６－１ ","26.144046","127.672786","098-994-1827","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"122","ふてんま歯科クリニック","0","21","9010305","沖縄県","糸満市","西崎６－１９－３西崎プラザ２Ｆ","26.141587","127.669695","098-994-8941 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"123","上原歯科クリニック","0","21","9010305","沖縄県","糸満市","西崎６－１５－２","26.143327","127.669386","098-992-2888 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"124","ファミリー歯科クリニック","0","21","9010305","沖縄県","糸満市","西崎町３－４９３ ","26.149663","127.669333","098-992-1818 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"125","大城歯科","0","21","9010305","沖縄県","糸満市","西崎２－４３－３","26.142196","127.665275","098-994-7808 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"126","しおひら歯科医院","0","3","9010302","沖縄県","糸満市","潮平６１９－２","26.145244","127.672958","098-992-1110 ","098-992-1110","金城竹治","","9：00～13：00　/　13：00～16：00","9：00～13：00　/　13：00～16：00","9：00～13：00　/　13：00～16：00","9：00～13：00　/　13：00～16：00","9：00～13：00　/　13：00～16：00","9：00～13：00　/　13：00～16：00","日曜日は訪問診療は休み","","","","0","0","","","訪問診療時間は患者様と相談しながらしています。","1","1","2018/1/4 00:00:00","2018/3/2 00:00:00"
"127","フレンド歯科医院","0","21","9010305","沖縄県","糸満市","西崎２－７－１４グランハイム西崎　１階","26.143910","127.664791","098-994-4618","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"128","かみや歯科クリニック","0","21","9010302","沖縄県","糸満市","潮平７９８－４オアシス當銘１Ｆ ","26.152635","127.671607","098-994-2000","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"129","サンプラザ糸満歯科医院 　","0","21","9010303","沖縄県","糸満市","兼城４００","26.139347","127.672342","098-992-0311 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"130","かしわ歯科","0","21","9010361","沖縄県","糸満市","糸満１４７３－２－１Ｆ","26.126115","127.673706","098-992-4171","098-992-4171","","","","","","","","","","","","","0","0","","バリアフリーな環境：車イス利用の方へ対応可","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"131","アサヒ歯科医院","0","21","9010361","沖縄県","糸満市","糸満１２７８－２　１Ｆ","26.125592","127.670159","098-994-0900","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"132","まえざと歯科　","0","21","9010362","沖縄県","糸満市","真栄里２０５８－２リーブル沖縄　101号","26.119987","127.668809","098-995-0542 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"133","かなばやし歯科　","0","21","9010313","沖縄県","糸満市","賀数４６９ニューワールド１０１","26.150875","127.690100","098-992-6480 ","098-992-6480","","","","","","","","","","","","","0","0","","バリアーフリーな環境：車イス利用の方へ対応可","今後、歯科訪問診療を行うことを検討中","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"134","やすだ歯科医院","0","21","9010361","沖縄県","糸満市","糸満１９２２","26.130456","127.675711","098-852-3301 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"135","あおば歯科医院","0","21","9010345","沖縄県","糸満市","福地１６５－１","26.098664","127.676581","098-997-4019","098-997-4019","山城隆男","","","","14：00～17：00","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"136","げんまい歯科医院","0","21","9010335","沖縄県","糸満市","米須２４８ ","26.094890","127.696966","098-997-2306","098-997-2310","中山　圭子","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"137","あはごん歯科","0","21","9010302","沖縄県","糸満市","潮平７７１－２花城アパート１Ｆ","26.149738","127.672363","098-994-6480 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"138","上原歯科医院","0","21","9010361","沖縄県","糸満市","字糸満１３６７-１","26.129134","127.672972","098-994-2066","098-994-2240","上原かんな","","","","","","","","","","","","0","0","","バリアフリーな環境：車イス利用の方へ対応可","休診日（木・日・祝祭日）歯科訪問診療については準備中","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"139","上地歯科・耳鼻咽喉科","0","21","9010231","沖縄県","豊見城市","字我那覇４７６－1","26.176649","127.674535","098-851-2555","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"140","ざは歯科クリニック","0","21","9010242","沖縄県","豊見城市","高安４１３－１大漁マンション２Ｆ","26.176499","127.682620","098-850-5048 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"141","竹尾歯科医院","0","3","9010213","沖縄県","豊見城市","高嶺３９３－５ ","26.167235","127.695845","098-856-3569 ","098-856-3569","竹尾　孝明","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/3/2 00:00:00"
"142","おおみ歯科医院","0","3","9010241","沖縄県","豊見城市","豊見城６７３－５ ","26.179350","127.681320","098-856-5187","098-856-5528","大見謝　健","","要相談","要相談","要相談","要相談","要相談","要相談","日曜日・祝祭日は休診","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/3/2 00:00:00"
"143","豊見城歯科クリニック","0","21","9010213","沖縄県","豊見城市","高嶺３５９－１ ","26.166612","127.693307","098-850-1077 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"144","ハッピー歯科小児歯科","0","21","9010241","沖縄県","豊見城市","豊見城８０嘉数アパート２Ｆ","26.187070","127.680044","098-850-0648 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"145","ゆがふ歯科クリニック","0","21","9010241","沖縄県","豊見城市","豊見城４６９－１ ","26.182871","127.678479","098-856-6209 ","098-856-6768","宮城　克優","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"146","みやひら歯科医院","0","21","9010201","沖縄県","豊見城市","真玉橋１３５","26.193273","127.694266","098-856-4182 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"147","ねま歯科クリニック","0","21","9010244","沖縄県","豊見城市","宜保３１０－１１豊和マンション１Ｆ","26.177412","127.675764","098-850-0207","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"148","歯科ヨナシロ医院","0","21","9010242","沖縄県","豊見城市","高安７３４－２　２Ｆ","26.179175","127.687448","098-850-8148","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"149","寺西歯科医院","0","21","9010241","沖縄県","豊見城市","豊見城４１９－１","26.182968","127.675879","098-891-6480 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"150","トヨミ歯科","0","21","9010200","沖縄県","豊見城市","根差部７１０マックスバリューとよみ店","26.189899","127.687969","098-850-5108 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"151","真玉橋歯科医院","0","21","9010201","沖縄県","豊見城市","真玉橋１４７ ","26.192296","127.693566","098-856-0345 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"152","きらら歯科クリニック","0","21","9010244","沖縄県","豊見城市","宜保３７０番地","26.178771","127.675965","098-840-5557","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"153","とよみデンタルクリニック","0","21","9010212","沖縄県","豊見城市","平良９５番地の１","26.169621","127.693415","098-891-6408 ","098-891-6409","清水　俊景","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"154","金城歯科クリニック","0","21","9010205","沖縄県","豊見城市","根差部４１９番地","26.190135","127.691508","098-856-0136 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"155","豊崎デンタルクリニック","0","21","9010225","沖縄県","豊見城市","豊崎１－４２３","26.157095","127.659339","098-856-2238 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"156","しおはま歯科医院","0","21","9010241","沖縄県","豊見城市","豊見城３６８－１　１Ｆ","26.183639","127.675846","098-851-1234 ","","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
