"facility_name","home_care","facility_type_id","郵便番号","都道府県名","市町村名","住所","マップ_lat","マップ_lng","telphone","fax","representative","homepage","available_time_mon","available_time_tue","available_time_wed","available_time_thu","available_time_fri","available_time_sat","available_time_sun","person","correspondence_dept","correspondence_time","open_24hours","foreign_language","related_facilities","options","note","publish","user_id","created_at","updated_at"
"南部病院","1","1",9010362,"沖縄県","糸満市","字真栄里870",26.1123825,127.6709562,"098-994-0501(代)","098-994-0506","城間　寛",,,,,,,,,,,,,,"介護保険事業：居宅介護支援、介護予防支援、訪問介護、デイケア、訪問リハビリ、居宅療養管理指導",,,"1",,"2018-01-04","2018-06-05"
"県立南部医療センター・こども医療センター",,"19",9011193,"沖縄県","島尻郡南風原町","字新川118-1",26.2059478,127.7237454,"098-888-0123",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"がじまる診療所","1","2",9010305,"沖縄県","糸満市","西崎2丁目26番6号",26.1403647,127.6626294,"098-851-3347",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-15"
"い歯科医院",,"21",9010302,"沖縄県","糸満市","潮平６０６－１ ",26.1440464,127.6727858,"098-994-1827",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"ふてんま歯科クリニック",,"21",9010305,"沖縄県","糸満市","西崎６－１９－３西崎プラザ２Ｆ",26.1415871,127.6696954,"098-994-8941 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"上原歯科クリニック",,"21",9010305,"沖縄県","糸満市","西崎６－１５－２",26.1433269,127.669386,"098-992-2888 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"ファミリー歯科クリニック",,"21",9010305,"沖縄県","糸満市","西崎町３－４９３ ",26.1496625,127.6693331,"098-992-1818 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"大城歯科",,"21",9010305,"沖縄県","糸満市","西崎２－４３－３",26.1421963,127.6652751,"098-994-7808 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"しおひら歯科医院",,"3",9010302,"沖縄県","糸満市","潮平６１９－２",26.1452436,127.672958,"098-992-1110 ","098-992-1110","金城竹治",,"9：00～13：00　/　13：00～16：00","9：00～13：00　/　13：00～16：00","9：00～13：00　/　13：00～16：00","9：00～13：00　/　13：00～16：00","9：00～13：00　/　13：00～16：00","9：00～13：00　/　13：00～16：00","日曜日は訪問診療は休み",,,,,,,,"訪問診療時間は患者様と相談しながらしています。","1",,"2018-01-04","2018-03-02"
"フレンド歯科医院",,"21",9010305,"沖縄県","糸満市","西崎２－７－１４グランハイム西崎　１階",26.14391,127.6647908,"098-994-4618",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"かみや歯科クリニック",,"21",9010302,"沖縄県","糸満市","潮平７９８－４オアシス當銘１Ｆ ",26.1526352,127.6716072,"098-994-2000",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"サンプラザ糸満歯科医院 　",,"21",9010303,"沖縄県","糸満市","兼城４００",26.1393468,127.6723415,"098-992-0311 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"かしわ歯科",,"21",9010361,"沖縄県","糸満市","糸満１４７３－２－１Ｆ",26.1261146,127.6737056,"098-992-4171","098-992-4171",,,,,,,,,,,,,,,,"バリアフリーな環境：車イス利用の方へ対応可",,"1",,"2018-01-04","2018-02-13"
"アサヒ歯科医院",,"21",9010361,"沖縄県","糸満市","糸満１２７８－２　１Ｆ",26.125592,127.670159,"098-994-0900",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"まえざと歯科　",,"21",9010362,"沖縄県","糸満市","真栄里２０５８－２リーブル沖縄　101号",26.119987,127.668809,"098-995-0542 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"かなばやし歯科　",,"21",9010313,"沖縄県","糸満市","賀数４６９ニューワールド１０１",26.1508746,127.6900995,"098-992-6480 ","098-992-6480",,,,,,,,,,,,,,,,"バリアーフリーな環境：車イス利用の方へ対応可","今後、歯科訪問診療を行うことを検討中","1",,"2018-01-04","2018-02-13"
"やすだ歯科医院",,"21",9010361,"沖縄県","糸満市","糸満１９２２",26.130456,127.6757109,"098-852-3301 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"あおば歯科医院",,"21",9010345,"沖縄県","糸満市","福地１６５－１",26.0986643,127.6765811,"098-997-4019","098-997-4019","山城隆男",,,,"14：00～17：00",,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"げんまい歯科医院",,"21",9010335,"沖縄県","糸満市","米須２４８ ",26.09489,127.6969655,"098-997-2306","098-997-2310","中山　圭子",,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"あはごん歯科",,"21",9010302,"沖縄県","糸満市","潮平７７１－２花城アパート１Ｆ",26.149738,127.672363,"098-994-6480 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"上原歯科医院",,"21",9010361,"沖縄県","糸満市","字糸満１３６７-１",26.1291338,127.6729723,"098-994-2066","098-994-2240","上原かんな",,,,,,,,,,,,,,,"バリアフリーな環境：車イス利用の方へ対応可","休診日（木・日・祝祭日）
歯科訪問診療については準備中","1",,"2018-01-04","2018-02-13"
"上地歯科・耳鼻咽喉科",,"21",9010231,"沖縄県","豊見城市","字我那覇４７６－1",26.1766494,127.6745349,"098-851-2555",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"ざは歯科クリニック",,"21",9010242,"沖縄県","豊見城市","高安４１３－１大漁マンション２Ｆ",26.1764993,127.6826201,"098-850-5048 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"竹尾歯科医院",,"3",9010213,"沖縄県","豊見城市","高嶺３９３－５ ",26.1672347,127.6958453,"098-856-3569 ","098-856-3569","竹尾　孝明",,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-03-02"
"おおみ歯科医院",,"3",9010241,"沖縄県","豊見城市","豊見城６７３－５ ",26.1793495,127.6813205,"098-856-5187","098-856-5528","大見謝　健",,"要相談","要相談","要相談","要相談","要相談","要相談","日曜日・祝祭日は休診",,,,,,,,,"1",,"2018-01-04","2018-03-02"
"豊見城歯科クリニック",,"21",9010213,"沖縄県","豊見城市","高嶺３５９－１ ",26.1666125,127.6933067,"098-850-1077 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"ハッピー歯科小児歯科",,"21",9010241,"沖縄県","豊見城市","豊見城８０嘉数アパート２Ｆ",26.1870703,127.6800436,"098-850-0648 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"ゆがふ歯科クリニック",,"21",9010241,"沖縄県","豊見城市","豊見城４６９－１ ",26.1828712,127.6784787,"098-856-6209 ","098-856-6768","宮城　克優",,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"みやひら歯科医院",,"21",9010201,"沖縄県","豊見城市","真玉橋１３５",26.1932734,127.6942657,"098-856-4182 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"ねま歯科クリニック",,"21",9010244,"沖縄県","豊見城市","宜保３１０－１１豊和マンション１Ｆ",26.1774121,127.6757641,"098-850-0207",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"歯科ヨナシロ医院",,"21",9010242,"沖縄県","豊見城市","高安７３４－２　２Ｆ",26.1791748,127.6874481,"098-850-8148",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"寺西歯科医院",,"21",9010241,"沖縄県","豊見城市","豊見城４１９－１",26.1829683,127.6758788,"098-891-6480 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"トヨミ歯科",,"21",9010200,"沖縄県","豊見城市","根差部７１０マックスバリューとよみ店",26.1898986,127.6879693,"098-850-5108 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"真玉橋歯科医院",,"21",9010201,"沖縄県","豊見城市","真玉橋１４７ ",26.1922957,127.6935659,"098-856-0345 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"きらら歯科クリニック",,"21",9010244,"沖縄県","豊見城市","宜保３７０番地",26.1787715,127.6759652,"098-840-5557",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"とよみデンタルクリニック",,"21",9010212,"沖縄県","豊見城市","平良９５番地の１",26.1696206,127.693415,"098-891-6408 ","098-891-6409","清水　俊景",,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"金城歯科クリニック",,"21",9010205,"沖縄県","豊見城市","根差部４１９番地",26.1901348,127.6915079,"098-856-0136 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"豊崎デンタルクリニック",,"21",9010225,"沖縄県","豊見城市","豊崎１－４２３",26.1570948,127.6593389,"098-856-2238 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"しおはま歯科医院",,"21",9010241,"沖縄県","豊見城市","豊見城３６８－１　１Ｆ",26.1836391,127.6758463,"098-851-1234 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"まこと歯科医院",,"21",9010225,"沖縄県","豊見城市","豊崎１－３２６",26.1562422,127.661375,"098-850-9009 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"オレンジ歯科クリニック",,"21",9010213,"沖縄県","豊見城市","字高嶺３６４－１　コモンズ栄Ａ－１",26.1673763,127.6937872,"098-856-6480 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"かめーる歯科",,"21",9010231,"沖縄県","豊見城市","字我那覇６４３番地",26.1767325,127.6698823,"098-850-4618 ","098-850-4620","城間　孝",,,,,,,,,,,,,,,"バリアフリーな環境：車イス利用の方へ対応可、障がい者用トイレあり",,"1",,"2018-01-04","2018-02-13"
"モリヤデンタルオフィス",,"21",9010223,"沖縄県","豊見城市","翁長８５４－２－１０１",26.1612755,127.6692468,"098-850-3239 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"よつば小児・矯正歯科",,"21",9010225,"沖縄県","豊見城市","豊崎１－３２３ ",26.156581,127.6609806,"098-851-3167 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"とはしな歯科クリニック",,"21",9010222,"沖縄県","豊見城市","字渡橋名２番地１ ",26.1675949,127.6763353,"098-856-7800 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"瀬底歯科医院",,"21",9011414,"沖縄県","南城市","佐敷津波古２４６",26.1841124,127.7730563,"098-947-6207",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"松山歯科",,"21",9011414,"沖縄県","南城市","佐敷津波古１００６ ",26.1797739,127.7742037,"098-947-3537",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"おおざと歯科医院",,"21",9011202,"沖縄県","南城市","大里字平良２５０５－１ ",26.179029,127.7479893,"098-945-4108",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"船越歯科医院",,"21",9010618,"沖縄県","南城市","玉城船越９８０城マンション１Ｆ ",26.1517518,127.7524384,"098-949-7878 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"トモヨセ歯科",,"21",9011206,"沖縄県","南城市","大里仲間１１６２－２ ",26.173835,127.7458509,"098-944-6480 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"さしき歯科",,"21",9011412,"沖縄県","南城市","佐敷新里６０７－１ ",26.1718719,127.7770371,"098-947-0789","098-947-0789","城島かおり",,,,,,,,,,,,,,,,,"1",,"2018-01-29","2018-02-13"
"アトール歯科",,"21",9011206,"沖縄県","南城市","大里仲間１１５５ ",26.1741155,127.7471757,"098-944-5610",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"ふさとデンタルクリニック",,"21",9010611,"沖縄県","南城市","玉城富里８",26.143902,127.7678554,"098-948-7778 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"南城歯科クリニック",,"21",9010615,"沖縄県","南城市","玉城堀川７８８番地",26.1302806,127.7629979,"098-948-4855","098-948-1771","加藤　広通",,,,,,,,,,,,,,,"バリアフリーな環境：車イス利用の方への対応可",,"1",,"2018-01-04","2018-02-13"
"しんかい歯科",,"21",9011415,"沖縄県","南城市","佐敷新開１－１１１ ",26.1764354,127.7754148,"098-947-1455",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"ふたば歯科医院",,"21",9011415,"沖縄県","南城市","佐敷新開１－１４３ ",26.1764465,127.7745816,"098-947-4550 ",,"比嘉奈々子",,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"コマカ歯科クリニック",,"3",9011511,"沖縄県","南城市","知念久手堅３２７－１",26.1697431,127.8262273,"098-948-3108","098-948-3108","南原　弘",,"12：00～16：00","12：00～16：00","12：00～16：00","12：00～16：00","12：00～16：00","12：00～16：00","日曜・祝祭日は相談可",,,,,,,,"バリアーフリーな環境：車イス使用の方に対応可","1",,"2018-01-04","2018-03-02"
"みのり歯科　大里",,"21",9011205,"沖縄県","南城市","大里字高平高宮城原９７番地２ ",26.173456,127.744754,"098-943-8686","098-943-8567","山本秀美","www.kenyukai-dental.com",,,,,,,,,,,,,,,"歯科訪問診療は、現在、歯科医師・スタッフ不足の為、対応できません。今後、歯科訪問診療を行うことを検討中です。","1",,"2018-01-04","2018-02-13"
"ひまわり歯科医院",,"21",9011303,"沖縄県","島尻郡与那原町","与那原１１０７ ",26.2011992,127.7564733,"098-945-6480 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"マリンタウン東浜総合歯科",,"21",9011304,"沖縄県","島尻郡与那原町","東浜２２－４",26.2067906,127.7625337,"098-871-9933 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"よなばる中央歯科",,"21",9011303,"沖縄県","島尻郡与那原町","与那原７７上原ビル２Ｆ ",26.2002497,127.760865,"098-945-5588 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"ｉデンタルクリニック",,"21",9011304,"沖縄県","島尻郡与那原町","東浜８０－３ ",26.2071321,127.7585395,"098-944-4007 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"東浜アクア歯科",,"21",9011304,"沖縄県","島尻郡与那原町","字東浜９９番３",26.2035546,127.7575786,"098-945-1182",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"池田歯科クリニック",,"21",9011302,"沖縄県","島尻郡与那原町","上与那原４３５－２番地　１階",26.2002713,127.7472992,"098-914-3523 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"つかざん歯科",,"21",9011117,"沖縄県","島尻郡南風原町","字津嘉山１５６７",26.1853249,127.7114035,"098-889-6838 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"高橋歯科医院",,"21",9011111,"沖縄県","島尻郡南風原町","兼城５６３－１ ",26.1952407,127.7216768,"098-889-5655 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"一日橋むらた歯科医院",,"21",9011111,"沖縄県","島尻郡南風原町","兼城５１６－１",26.1958961,127.7198352,"098-889-6480 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"けん歯科クリニック",,"21",9011117,"沖縄県","島尻郡南風原町","津嘉山１５９７－３",26.1843195,127.712584,"098-889-0011 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"みなみ歯科医院",,"21",9011104,"沖縄県","島尻郡南風原町","宮平２４８－５",26.1987184,127.7360225,"098-888-1482 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"ムーミン歯科",,"21",9011117,"沖縄県","島尻郡南風原町","津嘉山１７０９－３　フラッシュユキ１Ｆ",26.181603,127.714942,"098-888-2728 ","098-888-2728","宇都宮　洋",,,,,,,,,,,,,,,"バリアフリーな環境：車イス利用の方への対応可、トイレに手すり設置
",,"1",,"2018-01-04","2018-02-13"
"トムこども歯科クリニック",,"21",9011111,"沖縄県","島尻郡南風原町","兼城７１０－１　１０３号 ",26.1903109,127.7294625,"098-882-6480 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"よなみね歯科クリニック",,"21",9011104,"沖縄県","島尻郡南風原町","宮平５９－２",26.1976796,127.7341644,"098-800-7005 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"あっぷる歯科クリニック",,"21",9011117,"沖縄県","島尻郡南風原町","津嘉山１４６７番地３",26.189091,127.7095117,"098-889-1882","098-889-1247",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"メディカルプラザ歯科",,"21",9011103,"沖縄県","島尻郡南風原町","与那覇２８３　メディカルプラザはえばる３Ｆ ",26.2004155,127.7388693,"098-888-6480 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"はえばる歯科医院",,"21",9011116,"沖縄県","島尻郡南風原町","字照屋３６８サンキャッスル１０２号",26.1867552,127.7275262,"098-889-8788",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"まじきな歯科クリニック",,"21",9011105,"沖縄県","島尻郡南風原町","新川２１５－３ ",26.2040009,127.7271396,"098-996-1506 ",,"眞境名　勉",,,,,"12：00～14：00",,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"オキナワ・デンタルオフィス",,"21",9011117,"沖縄県","島尻郡南風原町","字津嘉山１３３９番地１",26.191552,127.7141111,"098-888-2087","098-888-2088","下地恒太郎",,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"つかやま歯科",,"21",9011117,"沖縄県","島尻郡南風原町","字津嘉山１４０４番地２コーポＫＡＺＵ ",26.1908469,127.7107054,"098-888-4182 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"みのる歯科",,"21",9011117,"沖縄県","島尻郡南風原町","字津嘉山１３７１番地３",26.1928518,127.7130722,"098-888-5489 ",,"齊田　穣",,,,,,,,,,,,,,,"バリアーな環境：車イス利用の方への対応可",,"1",,"2018-01-04","2018-02-13"
"上地歯科医院",,"3",9010416,"沖縄県","島尻郡八重瀬町","宜次７０６－４",26.1754929,127.7186894,"098-998-2355 ","098-998-2327","上地智博",,"10：00～12：00　／　14：00～17：00","10：00～12：00　／　14：00～17：00","10：00～12：00　／　14：00～17：00","10：00～12：00　／　14：00～17：00","10：00～12：00　／　14：00～17：00","10：00～12：00　／　14：00～17：00","日曜を除く祝祭日　10：00～12：00　／　14：00～17：00",,"受付",,,,,,"バリヤーフリーな環境：車イス対応可、障害者用トイレあり","1",,"2018-01-04","2018-03-02"
"こちんだ歯科クリニック",,"21",9010401,"沖縄県","島尻郡八重瀬町","東風平３９６－１　１０１号",26.1547751,127.7215343,"098-998-8715 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"ナガシマ歯科医院",,"21",9010512,"沖縄県","島尻郡八重瀬町","具志３４２－９",26.1206308,127.7433665,"098-998-1088 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"なんぶ歯科医院",,"21",9010401,"沖縄県","島尻郡八重瀬町","東風平１１番地",26.1522669,127.7188513,"098-998-5371 ",,,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
